,Panel ID,CaloriesCalc,Date,DailyConsumption,ID,BMI,Ethnicity,Strata,Location,Lifestage,#HH,Income,Pax
89,110063101.0,1783139.0,119,2140.623049219688,110063101.0,Healthy,Malay,Urban,North,Yankys/Matured Families,1-3 Member HH,RM2000-RM2999 (Low High),2.0
90,110065101.0,2241322.0,83,3857.697074010327,110065101.0,Healthy,Malay,Urban,North,Teens and Toddlers,6+ Member HH,<RM2000 (Low),6.0
91,111008101.0,1293990.0,75,2464.7428571428572,111008101.0,Healthy,Malay,Urban,North,Teens and Toddlers,6+ Member HH,RM2000-RM2999 (Low High),6.0
92,111009101.0,3918820.8,120,4665.262857142857,111009101.0,Obese,Malay,Urban,North,Teens Aches,4-5 Member HH,<RM2000 (Low),4.0
93,111010101.0,3632781.0,135,3844.2126984126985,111010101.0,Healthy,Malay,Urban,North,Yankys/Matured Families,1-3 Member HH,<RM2000 (Low),2.0
94,111014101.0,1108504.0,41,3862.383275261324,111014101.0,Healthy,Malay,Urban,North,Nesting Families,4-5 Member HH,RM3000-RM4999 (Mid Low),4.0
95,111015101.0,3120651.0,129,3455.8704318936875,111015101.0,Under Weight,Others,Urban,North,Teens and Toddlers,6+ Member HH,RM3000-RM4999 (Mid Low),6.0
96,111016101.0,2352766.0,122,2754.9953161592503,111016101.0,Healthy,Malay,Urban,North,Teens and Toddlers,6+ Member HH,RM2000-RM2999 (Low High),6.0
97,112011101.0,4526239.0,131,4935.920392584515,112011101.0,Obese,Chinese,Urban,North,Teens Aches,1-3 Member HH,<RM2000 (Low),2.0
98,112015101.0,524597.0,28,2676.5153061224487,112015101.0,Obese,Malay,Urban,North,Teens Aches,1-3 Member HH,RM3000-RM4999 (Mid Low),2.0
99,112020101.0,3139516.0,141,3180.867274569402,112020101.0,Over Weight,Malay,Urban,North,Empty Nesters,1-3 Member HH,RM3000-RM4999 (Mid Low),2.0
100,112028101.0,5702238.9,155,5255.519723502305,112028101.0,Over Weight,Malay,Urban,North,Teens and Toddlers,6+ Member HH,RM2000-RM2999 (Low High),6.0
101,113006101.0,343410.0,11,4459.87012987013,113006101.0,Obese,Malay,Urban,North,Empty Nesters,1-3 Member HH,RM2000-RM2999 (Low High),2.0
102,113007101.0,1296958.0,129,1436.2768549280177,113007101.0,Over Weight,Malay,Urban,North,Teens Aches,6+ Member HH,RM2000-RM2999 (Low High),6.0
103,114002101.0,5135734.0,154,4764.13172541744,114002101.0,Over Weight,Others,Urban,North,Teens and Toddlers,4-5 Member HH,<RM2000 (Low),4.0
104,115001101.0,107151.0,2,1913.4107142857142,115001101.0,Healthy,Malay,Urban,North,Nesting Families,4-5 Member HH,<RM2000 (Low),4.0
105,115002101.0,1763649.0,133,1894.359828141783,115002101.0,Obese,Malay,Urban,North,Teens Aches,1-3 Member HH,RM2000-RM2999 (Low High),2.0
106,117001101.0,2557811.0,135,2706.678306878307,117001101.0,Obese,Malay,Urban,North,Teens Aches,4-5 Member HH,<RM2000 (Low),4.0
107,117003101.0,411349.0,34,1728.357142857143,117003101.0,Obese,Malay,Urban,North,Empty Nesters,1-3 Member HH,<RM2000 (Low),2.0
108,117004101.0,604961.0,23,3757.521739130435,117004101.0,Over Weight,Malay,Urban,North,Yankys/Matured Families,1-3 Member HH,RM2000-RM2999 (Low High),2.0
109,117005101.0,782000.0,55,2031.168831168831,117005101.0,Healthy,Malay,Urban,North,Empty Nesters,1-3 Member HH,<RM2000 (Low),2.0
110,117006101.0,1633765.0,38,1023.6622807017544,117006101.0,Obese,Malay,Urban,North,Teens Aches,6+ Member HH,<RM2000 (Low),6.0
111,117007101.0,4190464.0,148,4044.8494208494208,117007101.0,Healthy,Malay,Urban,North,Teens Aches,6+ Member HH,<RM2000 (Low),6.0
112,117008101.0,2625734.0,111,3379.323037323037,117008101.0,Healthy,Malay,Urban,North,Teens Aches,4-5 Member HH,<RM2000 (Low),4.0
113,117009101.0,1373618.0,76,2581.9887218045114,117009101.0,Healthy,Malay,Urban,North,Nesting Families,6+ Member HH,RM2000-RM2999 (Low High),6.0
114,117012101.0,1084976.0,100,1549.9657142857143,117012101.0,Healthy,Malay,Urban,North,Nesting Families,4-5 Member HH,<RM2000 (Low),4.0
115,121065102.0,3702090.0,140,3777.6428571428573,121065102.0,Over Weight,Malay,Rural,North,Teens Aches,4-5 Member HH,<RM2000 (Low),4.0
116,121067101.0,3661500.0,150,3487.1428571428573,121067101.0,Healthy,Others,Rural,North,Teens Aches,4-5 Member HH,<RM2000 (Low),4.0
117,121076101.0,2290500.0,118,2773.0024213075058,121076101.0,Over Weight,Malay,Rural,North,Teens Aches,4-5 Member HH,>RM7999 (High),4.0
118,121078101.0,4497632.5,143,4493.13936063936,121078101.0,Over Weight,Others,Rural,North,Teens Aches,6+ Member HH,RM3000-RM4999 (Mid Low),6.0
119,121080101.0,4325447.0,120,5149.341666666667,121080101.0,Healthy,Malay,Rural,North,Teens and Toddlers,6+ Member HH,<RM2000 (Low),6.0
120,122001101.0,2845256.0,123,3304.5946573751453,122001101.0,Obese,Malay,Rural,North,Empty Nesters,1-3 Member HH,<RM2000 (Low),2.0
121,122008101.0,1140332.0,17,1597.1036414565826,122008101.0,Obese,Malay,Rural,North,Teens and Toddlers,6+ Member HH,RM3000-RM4999 (Mid Low),6.0
122,122008104.0,6948322.5,106,1560.7193396226414,122008104.0,Healthy,Malay,Rural,North,Teens and Toddlers,6+ Member HH,RM3000-RM4999 (Mid Low),6.0
123,122010101.0,1518610.0,108,2008.7433862433863,122010101.0,Over Weight,Malay,Rural,North,Teens Aches,1-3 Member HH,RM5000-RM7999 (Mid High),2.0
124,123012101.0,1533865.0,131,1672.6990185387133,123012101.0,Healthy,Chinese,Urban,North,Teens and Toddlers,6+ Member HH,>RM7999 (High),6.0
125,123020101.0,210323.0,14,2146.15306122449,123020101.0,Under Weight,Malay,Rural,North,Teens Aches,4-5 Member HH,<RM2000 (Low),4.0
126,124032101.0,4401498.0,156,4030.6758241758243,124032101.0,Obese,Malay,Rural,North,Yankys/Matured Families,1-3 Member HH,<RM2000 (Low),2.0
127,124033101.0,466481.0,29,2297.935960591133,124033101.0,Over Weight,Malay,Rural,North,Empty Nesters,1-3 Member HH,RM3000-RM4999 (Mid Low),2.0
128,124035101.0,972965.0,51,2725.392156862745,124035101.0,Healthy,Malay,Rural,North,Teens and Toddlers,4-5 Member HH,RM2000-RM2999 (Low High),4.0
129,124039101.0,1946133.9,155,1793.671797235023,124039101.0,Healthy,Malay,Rural,North,Teens Aches,4-5 Member HH,RM2000-RM2999 (Low High),4.0
130,125010101.0,4184558.5,127,4707.039932508436,125010101.0,Obese,Malay,Rural,North,Nesting Families,6+ Member HH,RM2000-RM2999 (Low High),6.0
131,125018101.0,2050444.0,123,2381.46806039489,125018101.0,Healthy,Malay,Rural,North,Teens Aches,4-5 Member HH,<RM2000 (Low),4.0
132,125020101.0,5633157.0,154,5225.563079777366,125020101.0,Over Weight,Malay,Rural,North,Empty Nesters,1-3 Member HH,<RM2000 (Low),2.0
133,125022101.0,5409504.0,156,4953.758241758243,125022101.0,Healthy,Malay,Rural,North,Teens and Toddlers,6+ Member HH,<RM2000 (Low),6.0
134,125023101.0,4287086.5,121,5061.495277449823,125023101.0,Healthy,Malay,Rural,North,Yankys/Matured Families,1-3 Member HH,<RM2000 (Low),2.0
135,125027101.0,996178.0,28,5082.540816326531,125027101.0,Over Weight,Malay,Rural,North,Empty Nesters,1-3 Member HH,<RM2000 (Low),2.0
136,125028101.0,497421.0,6,2960.839285714286,125028101.0,Healthy,Malay,Rural,North,Teens and Toddlers,4-5 Member HH,RM3000-RM4999 (Mid Low),4.0
137,125031101.0,2908351.0,145,2865.3704433497537,125031101.0,Over Weight,Malay,Rural,North,Yankys/Matured Families,1-3 Member HH,RM3000-RM4999 (Mid Low),2.0
138,129003101.0,2350326.9000000004,92,3649.5759316770195,129003101.0,Healthy,Malay,Rural,North,Teens Aches,4-5 Member HH,<RM2000 (Low),4.0
139,129006101.0,2722577.0,107,3634.9492656875836,129006101.0,Over Weight,Malay,Rural,North,Teens Aches,4-5 Member HH,<RM2000 (Low),4.0
140,129007101.0,6469823.0,54,2852.6556437389772,129007101.0,Over Weight,Malay,Rural,North,Teens and Toddlers,6+ Member HH,<RM2000 (Low),6.0
141,129017101.0,3552339.5,87,5833.069786535304,129017101.0,Healthy,Malay,Rural,North,Teens and Toddlers,6+ Member HH,<RM2000 (Low),6.0
142,129018101.0,671290.0,25,3835.942857142857,129018101.0,Obese,Malay,Rural,North,Yankys/Matured Families,1-3 Member HH,<RM2000 (Low),2.0
143,129019101.0,4628020.0,145,4559.625615763546,129019101.0,Under Weight,Malay,Rural,North,Yankys/Matured Families,4-5 Member HH,<RM2000 (Low),4.0
144,130004101.0,1535580.0,55,3988.5194805194806,130004101.0,Healthy,Malay,Rural,North,Yankys/Matured Families,4-5 Member HH,<RM2000 (Low),4.0
145,130005101.0,2671676.0,117,3262.1196581196577,130005101.0,Over Weight,Malay,Rural,North,Empty Nesters,1-3 Member HH,<RM2000 (Low),2.0
146,130012101.0,1751991.0,120,2085.703571428571,130012101.0,Healthy,Malay,Rural,North,Yankys/Matured Families,1-3 Member HH,<RM2000 (Low),2.0
147,130017101.0,173600.0,2,2066.6666666666665,130017101.0,Over Weight,Malay,Rural,North,Teens Aches,6+ Member HH,RM2000-RM2999 (Low High),6.0
148,131016101.0,606299.0,43,2014.282392026578,131016101.0,Healthy,Malay,Rural,North,Empty Nesters,1-3 Member HH,<RM2000 (Low),2.0
149,131017102.0,2456465.0,115,3051.509316770186,131017102.0,Under Weight,Malay,Rural,North,Teens Aches,6+ Member HH,<RM2000 (Low),6.0
150,131028101.0,368451.0,63,835.4897959183673,131028101.0,Over Weight,Malay,Rural,North,Teens and Toddlers,4-5 Member HH,RM3000-RM4999 (Mid Low),4.0
151,131032101.0,231536.0,34,972.8403361344538,131032101.0,Healthy,Malay,Rural,North,Nesting Families,4-5 Member HH,RM2000-RM2999 (Low High),4.0
152,132002105.0,99153.0,38,372.75563909774434,132002105.0,Healthy,Chinese,Urban,North,Yankys/Matured Families,1-3 Member HH,<RM2000 (Low),2.0
153,132009103.0,1239851.8,97,1825.99675994109,132009103.0,Healthy,Chinese,Urban,North,Yankys/Matured Families,1-3 Member HH,>RM7999 (High),2.0
154,132011101.0,1668818.0,98,2432.679300291545,132011101.0,Healthy,Chinese,Urban,North,Yankys/Matured Families,1-3 Member HH,RM2000-RM2999 (Low High),2.0
155,132016101.0,921887.0,31,4248.327188940092,132016101.0,Obese,Malay,Urban,North,Yankys/Matured Families,1-3 Member HH,RM2000-RM2999 (Low High),2.0
156,132018101.0,284619.0,79,514.6817359855335,132018101.0,Healthy,Chinese,Urban,North,Empty Nesters,1-3 Member HH,RM3000-RM4999 (Mid Low),2.0
157,132019101.0,1467031.0,62,3380.2557603686632,132019101.0,Healthy,Chinese,Urban,North,Nesting Families,6+ Member HH,RM3000-RM4999 (Mid Low),6.0
158,132021101.0,540258.0,114,677.015037593985,132021101.0,Healthy,Chinese,Urban,North,Yankys/Matured Families,1-3 Member HH,>RM7999 (High),2.0
159,132022101.0,635174.0,114,795.9573934837092,132022101.0,Healthy,Chinese,Urban,North,Empty Nesters,1-3 Member HH,RM2000-RM2999 (Low High),2.0
160,132025101.0,127712.0,8,2280.5714285714284,132025101.0,Healthy,Chinese,Urban,North,Teens Aches,6+ Member HH,RM5000-RM7999 (Mid High),6.0
161,132025107.0,1148904.0,70,2344.7020408163266,132025107.0,Healthy,Chinese,Urban,North,Teens Aches,6+ Member HH,RM5000-RM7999 (Mid High),6.0
162,132033101.0,670705.0,104,921.2980769230769,132033101.0,Healthy,Chinese,Urban,North,Yankys/Matured Families,4-5 Member HH,RM3000-RM4999 (Mid Low),4.0
163,132037101.0,1504340.0,129,1665.9357696567,132037101.0,Over Weight,Malay,Urban,North,Yankys/Matured Families,1-3 Member HH,<RM2000 (Low),2.0
164,132045101.0,1173784.0,149,1125.392138063279,132045101.0,Healthy,Chinese,Urban,North,Yankys/Matured Families,4-5 Member HH,RM3000-RM4999 (Mid Low),4.0
165,132052102.0,775373.0,123,900.5493612078978,132052102.0,Obese,Others,Urban,North,Empty Nesters,1-3 Member HH,<RM2000 (Low),2.0
166,132054101.0,659651.0,49,1923.1807580174925,132054101.0,Healthy,Others,Urban,North,Yankys/Matured Families,4-5 Member HH,RM2000-RM2999 (Low High),4.0
167,132061101.0,1497417.0,125,1711.3337142857142,132061101.0,Obese,Others,Urban,North,Yankys/Matured Families,1-3 Member HH,RM2000-RM2999 (Low High),2.0
168,132064101.0,1055148.0,101,1492.4299858557283,132064101.0,Under Weight,Chinese,Urban,North,Yankys/Matured Families,1-3 Member HH,RM3000-RM4999 (Mid Low),2.0
169,132070101.0,1332763.0,122,1560.612412177986,132070101.0,Over Weight,Malay,Urban,North,Yankys/Matured Families,1-3 Member HH,<RM2000 (Low),2.0
170,132079101.0,1856469.0,55,4821.9974025974025,132079101.0,Healthy,Others,Urban,North,Teens and Toddlers,6+ Member HH,RM2000-RM2999 (Low High),6.0
171,132080101.0,1648939.0,88,2676.8490259740256,132080101.0,Obese,Others,Urban,North,Empty Nesters,1-3 Member HH,RM3000-RM4999 (Mid Low),2.0
172,132084101.0,1086361.0,90,1724.3825396825396,132084101.0,Under Weight,Chinese,Urban,North,Teens and Toddlers,4-5 Member HH,RM3000-RM4999 (Mid Low),4.0
